tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM
237561	Candida albicans SC5314	3641154	0	live	CAALFM_C404630CA	CAALFM_C404630CA	hypothetical protein	; hypothetical protein		4	NC_032092.1	998774	999139	minus	1	
237561	Candida albicans SC5314	3641153	0	live	GOA1	CAALFM_C404640CA	Goa1p	; Goa1p		4	NC_032092.1	999156	999992	minus	1	
237561	Candida albicans SC5314	3641152	0	live	CAALFM_C404650WA	CAALFM_C404650WA	hypothetical protein	; hypothetical protein		4	NC_032092.1	1000502	1001221	plus	1	
237561	Candida albicans SC5314	3641150	0	live	CAALFM_C404660CA	CAALFM_C404660CA	ubiquitin-specific protease	; ubiquitin-specific protease		4	NC_032092.1	1001323	1004172	minus	1	
237561	Candida albicans SC5314	3641149	0	live	CAALFM_C405000WA	CAALFM_C405000WA	hypothetical protein	; hypothetical protein		4	NC_032092.1	1068053	1069351	plus	1	
237561	Candida albicans SC5314	3641148	0	live	CAALFM_C405010WA	CAALFM_C405010WA	hypothetical protein	; hypothetical protein		4	NC_032092.1	1069560	1071119	plus	1	
237561	Candida albicans SC5314	3641146	0	live	IMG2	CAALFM_C405020WA	mitochondrial 54S ribosomal protein IMG2	; mitochondrial 54S ribosomal protein IMG2		4	NC_032092.1	1071272	1071643	plus	1	
237561	Candida albicans SC5314	3641144	0	live	SSK2	CAALFM_C405030CA	mitogen-activated protein kinase kinase kinase	; mitogen-activated protein kinase kinase kinase		4	NC_032092.1	1071853	1076304	minus	1	
237561	Candida albicans SC5314	3641143	0	live	PPG1	CAALFM_C405050CA	putative serine/threonine-protein kinase	; putative serine/threonine-protein kinase		4	NC_032092.1	1077531	1078781	minus	1	
237561	Candida albicans SC5314	3641140	0	live	CAALFM_C404670CA	CAALFM_C404670CA	hypothetical protein	; hypothetical protein		4	NC_032092.1	1005037	1006539	minus	1	
237561	Candida albicans SC5314	3641139	0	live	SSZ1	CAALFM_C404700WA	Ssz1p	; Ssz1p		4	NC_032092.1	1007560	1009182	plus	1	
237561	Candida albicans SC5314	3641138	0	live	GYP1	CAALFM_C404710WA	Gyp1p	; Gyp1p		4	NC_032092.1	1009525	1011219	plus	1	
237561	Candida albicans SC5314	3641137	0	live	CAALFM_C404720WA	CAALFM_C404720WA	methylenetetrahydrofolate dehydrogenase (NAD(+))	; methylenetetrahydrofolate dehydrogenase (NAD(+))		4	NC_032092.1	1011677	1012648	plus	1	
237561	Candida albicans SC5314	3641136	0	live	BAS1	CAALFM_C404730WA	Bas1p	; Bas1p		4	NC_032092.1	1013014	1015230	plus	1	
237561	Candida albicans SC5314	3641133	0	live	CAALFM_C404750WA	CAALFM_C404750WA	glucose-induced degradation complex subunit	; glucose-induced degradation complex subunit		4	NC_032092.1	1015865	1017364	plus	1	
237561	Candida albicans SC5314	3641132	0	live	CDL1	CAALFM_C405060WA	Cdl1p	; Cdl1p		4	NC_032092.1	1080133	1082154	plus	1	
237561	Candida albicans SC5314	3641131	0	live	ARG8	CAALFM_C405070CA	acetylornithine transaminase	; acetylornithine transaminase		4	NC_032092.1	1082286	1083653	minus	1	
237561	Candida albicans SC5314	3641129	0	live	CAALFM_C405080CA	CAALFM_C405080CA	Zn(2+) transporter	; Zn(2+) transporter		4	NC_032092.1	1083917	1085980	minus	1	
237561	Candida albicans SC5314	3641128	0	live	SRB8	CAALFM_C405090CA	Srb8p	; Srb8p		4	NC_032092.1	1086508	1091751	minus	1	
237561	Candida albicans SC5314	3641127	0	live	CAALFM_C404460CA	CAALFM_C404460CA	serine/threonine protein kinase	; serine/threonine protein kinase		4	NC_032092.1	954686	958912	minus	1	
237561	Candida albicans SC5314	3641126	0	live	SAP10	CAALFM_C404470WA	Sap10p	; Sap10p		4	NC_032092.1	960912	962273	plus	1	
237561	Candida albicans SC5314	3641125	0	live	EFB1	CAALFM_C404480CA	translation elongation factor 1 subunit beta	; translation elongation factor 1 subunit beta		4	NC_032092.1	962661	963667	minus	2	
237561	Candida albicans SC5314	3641123	0	live	CAALFM_C404500CA	CAALFM_C404500CA	protein-lysine N-methyltransferase	; protein-lysine N-methyltransferase		4	NC_032092.1	964068	964820	minus	1	
237561	Candida albicans SC5314	3641120	0	live	CAALFM_C404510WA	CAALFM_C404510WA	transcription factor TFIIIC subunit	; transcription factor TFIIIC subunit		4	NC_032092.1	965102	969301	plus	1	
237561	Candida albicans SC5314	3641118	0	live	CAALFM_C404760CA	CAALFM_C404760CA	hypothetical protein	; hypothetical protein		4	NC_032092.1	1017566	1018333	minus	1	
237561	Candida albicans SC5314	3641117	0	live	MNN22	CAALFM_C404770CA	Mnn22p	; Mnn22p		4	NC_032092.1	1018785	1020554	minus	1	
237561	Candida albicans SC5314	3641116	0	live	PMT6	CAALFM_C404780WA	dolichyl-phosphate-mannose-protein mannosyltransferase	; dolichyl-phosphate-mannose-protein mannosyltransferase		4	NC_032092.1	1022584	1025082	plus	1	
237561	Candida albicans SC5314	3641115	0	live	FAV1	CAALFM_C404790WA	Fav1p	; Fav1p		4	NC_032092.1	1027532	1030078	plus	1	
237561	Candida albicans SC5314	3641113	0	live	CAALFM_C404800WA	CAALFM_C404800WA	hypothetical protein	; hypothetical protein		4	NC_032092.1	1033241	1034341	plus	1	
237561	Candida albicans SC5314	3641112	0	live	CAALFM_C404810CA	CAALFM_C404810CA	tRNA (guanine46-N7)-methyltransferase	; tRNA (guanine46-N7)-methyltransferase		4	NC_032092.1	1034791	1035768	minus	1	
237561	Candida albicans SC5314	3641110	0	live	CAALFM_C404520WA	CAALFM_C404520WA	telomerase inhibitor	; telomerase inhibitor		4	NC_032092.1	969500	970330	plus	1	
237561	Candida albicans SC5314	3641108	0	live	PHR1	CAALFM_C404530CA	Phr1p	; Phr1p		4	NC_032092.1	970514	972160	minus	1	
237561	Candida albicans SC5314	3641106	0	live	CAALFM_C404550CA	CAALFM_C404550CA	metalloendopeptidase	; metalloendopeptidase		4	NC_032092.1	974467	975477	minus	1	
237561	Candida albicans SC5314	3641105	0	live	CAALFM_C404560CA	CAALFM_C404560CA	hypothetical protein	; hypothetical protein		4	NC_032092.1	976498	977346	minus	1	
237561	Candida albicans SC5314	3641104	0	live	RCE1	CAALFM_C404570WA	CAAX prenyl protease	; CAAX prenyl protease		4	NC_032092.1	979296	980141	plus	1	
237561	Candida albicans SC5314	3641103	0	live	ZDS1	CAALFM_C404580WA	Zds1p	; Zds1p		4	NC_032092.1	982197	987134	plus	1	
237561	Candida albicans SC5314	3641026	0	live	CAALFM_CR04110WA	CAALFM_CR04110WA	RNA-binding snoRNP assembly protein	; RNA-binding snoRNP assembly protein		R	NC_032096.1	921803	923548	plus	1	
237561	Candida albicans SC5314	3641025	0	live	RPL15A	CAALFM_CR04100CA	ribosomal 60S subunit protein L15B	; ribosomal 60S subunit protein L15B		R	NC_032096.1	920395	921009	minus	1	
237561	Candida albicans SC5314	3641024	0	live	ADE17	CAALFM_CR04090CA	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	; bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase		R	NC_032096.1	917825	919603	minus	1	
237561	Candida albicans SC5314	3641023	0	live	CAALFM_CR04080CA	CAALFM_CR04080CA	protein-transporting protein	; protein-transporting protein		R	NC_032096.1	915381	917402	minus	1	
237561	Candida albicans SC5314	3641022	0	live	NAT5	CAALFM_CR04070WA	peptide alpha-N-acetyltransferase subunit	; peptide alpha-N-acetyltransferase subunit		R	NC_032096.1	914672	915199	plus	1	
237561	Candida albicans SC5314	3641021	0	live	DAP1	CAALFM_CR04060CA	Dap1p	; Dap1p		R	NC_032096.1	913389	913856	minus	1	
237561	Candida albicans SC5314	3641020	0	live	MEX67	CAALFM_CR04050CA	Mex67p	; Mex67p		R	NC_032096.1	911098	912951	minus	1	
237561	Candida albicans SC5314	3641019	0	live	SPT14	CAALFM_CR04040CA	phosphatidylinositol N-acetylglucosaminyltransferase	; phosphatidylinositol N-acetylglucosaminyltransferase		R	NC_032096.1	909343	910701	minus	1	
237561	Candida albicans SC5314	3641017	0	live	RPR2	CAALFM_CR04540CA	ribonuclease P protein subunit	; ribonuclease P protein subunit		R	NC_032096.1	999194	999619	minus	1	
237561	Candida albicans SC5314	3641016	0	live	FUM11	CAALFM_CR04530WA	fumarase	; fumarase		R	NC_032096.1	997809	999197	plus	1	
237561	Candida albicans SC5314	3641015	0	live	HXK2	CAALFM_CR04510WA	hexokinase 2	; hexokinase 2		R	NC_032096.1	995376	996830	plus	1	
237561	Candida albicans SC5314	3641014	0	live	CAALFM_CR04500CA	CAALFM_CR04500CA	hypothetical protein	; hypothetical protein		R	NC_032096.1	992082	993203	minus	1	
237561	Candida albicans SC5314	3641013	0	live	CAALFM_CR04490CA	CAALFM_CR04490CA	hypothetical protein	; hypothetical protein		R	NC_032096.1	990786	991736	minus	1	
237561	Candida albicans SC5314	3641012	0	live	LAP3	CAALFM_CR04480CA	bleomycin hydrolase	; bleomycin hydrolase		R	NC_032096.1	988875	990404	minus	1	
237561	Candida albicans SC5314	3641011	0	live	GPI2	CAALFM_CR04470WA	phosphatidylinositol N-acetylglucosaminyltransferase	; phosphatidylinositol N-acetylglucosaminyltransferase		R	NC_032096.1	987812	988726	plus	1	
237561	Candida albicans SC5314	3641009	0	live	WOR3	CAALFM_CR03890WA	Wor3p	; Wor3p		R	NC_032096.1	878579	880504	plus	1	
237561	Candida albicans SC5314	3641008	0	live	IFF9	CAALFM_CR03880WA	Iff9p	; Iff9p		R	NC_032096.1	866454	869279	plus	1	
237561	Candida albicans SC5314	3641005	0	live	SEC26	CAALFM_CR04380CA	coatomer subunit beta	; coatomer subunit beta		R	NC_032096.1	970313	973171	minus	1	
237561	Candida albicans SC5314	3641004	0	live	CAALFM_CR04370WA	CAALFM_CR04370WA	hypothetical protein	; hypothetical protein		R	NC_032096.1	969415	970200	plus	1	
237561	Candida albicans SC5314	3641003	0	live	NHP2	CAALFM_CR04360CA	snoRNA-binding protein	; snoRNA-binding protein		R	NC_032096.1	968673	969152	minus	1	
237561	Candida albicans SC5314	3641001	0	live	CAALFM_CR04350CA	CAALFM_CR04350CA	hypothetical protein	; hypothetical protein		R	NC_032096.1	966882	968228	minus	1	
237561	Candida albicans SC5314	3640999	0	live	PIM1	CAALFM_CR04340WA	ATP-dependent Lon protease	; ATP-dependent Lon protease		R	NC_032096.1	963533	966769	plus	1	
237561	Candida albicans SC5314	3640997	0	live	CAALFM_CR04330WA	CAALFM_CR04330WA	hypothetical protein	; hypothetical protein		R	NC_032096.1	961901	963100	plus	1	
237561	Candida albicans SC5314	3640996	0	live	CAALFM_CR04310CA	CAALFM_CR04310CA	hypothetical protein	; hypothetical protein		R	NC_032096.1	960689	961276	minus	1	
237561	Candida albicans SC5314	3640995	0	live	CAALFM_CR04300WA	CAALFM_CR04300WA	tRNA (cytosine-5-)-methyltransferase	; tRNA (cytosine-5-)-methyltransferase		R	NC_032096.1	958467	960608	plus	1	
237561	Candida albicans SC5314	3640994	0	live	HAP31	CAALFM_CR04290WA	Hap31p	; Hap31p		R	NC_032096.1	957628	957945	plus	1	
237561	Candida albicans SC5314	3640993	0	live	CAALFM_CR04280CA	CAALFM_CR04280CA	glycolipid translocation protein	; glycolipid translocation protein		R	NC_032096.1	955596	957281	minus	1	
237561	Candida albicans SC5314	3640992	0	live	CAALFM_CR04270CA	CAALFM_CR04270CA	hypothetical protein	; hypothetical protein		R	NC_032096.1	954290	954736	minus	1	
237561	Candida albicans SC5314	3640991	0	live	SNP3	CAALFM_CR04260WA	Sm-like protein	; Sm-like protein		R	NC_032096.1	953783	954152	plus	2	
237561	Candida albicans SC5314	3640990	0	live	CAALFM_CR04250WA	CAALFM_CR04250WA	hypothetical protein	; hypothetical protein		R	NC_032096.1	952020	953492	plus	1	
237561	Candida albicans SC5314	3640989	0	live	CAALFM_CR04240CA	CAALFM_CR04240CA	ribosome biosynthesis protein	; ribosome biosynthesis protein		R	NC_032096.1	948342	951470	minus	1	
237561	Candida albicans SC5314	3640988	0	live	CAALFM_CR04460CA	CAALFM_CR04460CA	hypothetical protein	; hypothetical protein		R	NC_032096.1	986837	987634	minus	1	
237561	Candida albicans SC5314	3640987	0	live	CAALFM_CR04450CA	CAALFM_CR04450CA	chromatin modification protein	; chromatin modification protein		R	NC_032096.1	984184	986580	minus	1	
237561	Candida albicans SC5314	3640986	0	live	RBR1	CAALFM_CR04440CA	Rbr1p	; Rbr1p		R	NC_032096.1	982073	982408	minus	1	
237561	Candida albicans SC5314	3640983	0	live	RBR2	CAALFM_CR04420CA	putative lipase	; putative lipase		R	NC_032096.1	979245	979751	minus	1	
237561	Candida albicans SC5314	3640981	0	live	CAALFM_CR04410WA	CAALFM_CR04410WA	hypothetical protein	; hypothetical protein		R	NC_032096.1	977512	978837	plus	1	
237561	Candida albicans SC5314	3640980	0	live	CAALFM_CR04390CA	CAALFM_CR04390CA	hypothetical protein	; hypothetical protein		R	NC_032096.1	973585	975972	minus	1	
237561	Candida albicans SC5314	3640977	0	live	CAALFM_CR04170WA	CAALFM_CR04170WA	rRNA (cytosine-C5-)-methyltransferase	; rRNA (cytosine-C5-)-methyltransferase		R	NC_032096.1	932629	934485	plus	1	
237561	Candida albicans SC5314	3640976	0	live	CAALFM_CR04160CA	CAALFM_CR04160CA	tRNA 1-methyladenosine methyltransferase subunit	; tRNA 1-methyladenosine methyltransferase subunit		R	NC_032096.1	930968	932329	minus	1	
237561	Candida albicans SC5314	3640975	0	live	CAALFM_CR04150WA	CAALFM_CR04150WA	S-adenosylmethionine-dependent methyltransferase	; S-adenosylmethionine-dependent methyltransferase		R	NC_032096.1	929946	930866	plus	1	
237561	Candida albicans SC5314	3640974	0	live	CAALFM_CR04140WA	CAALFM_CR04140WA	mitochondrial 37S ribosomal protein NAM9	; mitochondrial 37S ribosomal protein NAM9		R	NC_032096.1	928306	929691	plus	1	
237561	Candida albicans SC5314	3640973	0	live	EAF7	CAALFM_CR04130CA	Eaf7p	; Eaf7p		R	NC_032096.1	926631	927968	minus	1	
237561	Candida albicans SC5314	3640972	0	live	CAALFM_CR04120CA	CAALFM_CR04120CA	mismatch repair ATPase	; mismatch repair ATPase		R	NC_032096.1	923584	926355	minus	1	
237561	Candida albicans SC5314	3640970	0	live	NIP100	CAALFM_CR04030WA	Nip100p	; Nip100p		R	NC_032096.1	906681	909368	plus	1	
237561	Candida albicans SC5314	3640969	0	live	CAALFM_CR04020CA	CAALFM_CR04020CA	centrin	; centrin		R	NC_032096.1	905753	906449	minus	2	
237561	Candida albicans SC5314	3640968	0	live	MRPL40	CAALFM_CR04010CA	mitochondrial 54S ribosomal protein YmL40	; mitochondrial 54S ribosomal protein YmL40		R	NC_032096.1	904414	905430	minus	1	
237561	Candida albicans SC5314	3640966	0	live	RPT4	CAALFM_CR04000WA	proteasome regulatory particle base subunit	; proteasome regulatory particle base subunit		R	NC_032096.1	903050	904336	plus	1	
237561	Candida albicans SC5314	3640965	0	live	GCD1	CAALFM_CR03990CA	translation initiation factor eIF2B subunit gamma	; translation initiation factor eIF2B subunit gamma		R	NC_032096.1	901285	902727	minus	1	
237561	Candida albicans SC5314	3640964	0	live	CAALFM_CR03980WA	CAALFM_CR03980WA	hypothetical protein	; hypothetical protein		R	NC_032096.1	900136	900864	plus	1	
237561	Candida albicans SC5314	3640963	0	live	CAALFM_CR03960CA	CAALFM_CR03960CA	hypothetical protein	; hypothetical protein		R	NC_032096.1	897030	898727	minus	1	
237561	Candida albicans SC5314	3640962	0	live	DIT2	CAALFM_CR04630CA	putative cytochrome	; putative cytochrome		R	NC_032096.1	1011959	1013122	minus	1	
237561	Candida albicans SC5314	3640960	0	live	CAALFM_CR03950WA	CAALFM_CR03950WA	hypothetical protein	; hypothetical protein		R	NC_032096.1	896166	896951	plus	1	
237561	Candida albicans SC5314	3640957	0	live	CAALFM_CR03930CA	CAALFM_CR03930CA	hypothetical protein	; hypothetical protein		R	NC_032096.1	892917	894218	minus	1	
237561	Candida albicans SC5314	3640956	0	live	TPO4	CAALFM_CR03920CA	Tpo4p	; Tpo4p		R	NC_032096.1	888806	890914	minus	1	
237561	Candida albicans SC5314	3640954	0	live	CAALFM_CR03910CA	CAALFM_CR03910CA	hypothetical protein	; hypothetical protein		R	NC_032096.1	885976	888228	minus	1	
237561	Candida albicans SC5314	3640953	0	live	HST7	CAALFM_CR03900WA	mitogen-activated protein kinase kinase	; mitogen-activated protein kinase kinase		R	NC_032096.1	884029	885798	plus	1	
237561	Candida albicans SC5314	3640952	0	live	CAALFM_CR04620CA	CAALFM_CR04620CA	hypothetical protein	; hypothetical protein		R	NC_032096.1	1009945	1011462	minus	1	
237561	Candida albicans SC5314	3640951	0	live	CAALFM_CR04610CA	CAALFM_CR04610CA	hypothetical protein	; hypothetical protein		R	NC_032096.1	1008189	1009691	minus	1	
237561	Candida albicans SC5314	3640950	0	live	CAALFM_CR04600WA	CAALFM_CR04600WA	hypothetical protein	; hypothetical protein		R	NC_032096.1	1006481	1008139	plus	1	
237561	Candida albicans SC5314	3640949	0	live	PDX3	CAALFM_CR04590CA	pyridoxamine-phosphate oxidase	; pyridoxamine-phosphate oxidase		R	NC_032096.1	1004818	1005627	minus	1	
237561	Candida albicans SC5314	3640948	0	live	CAALFM_CR04580WA	CAALFM_CR04580WA	mitochondrial 54S ribosomal protein YmL32	; mitochondrial 54S ribosomal protein YmL32		R	NC_032096.1	1004038	1004661	plus	1	
237561	Candida albicans SC5314	3640947	0	live	CDC10	CAALFM_CR04570CA	septin	; septin		R	NC_032096.1	1002171	1003244	minus	1	
237561	Candida albicans SC5314	3640946	0	live	CAALFM_CR04560CA	CAALFM_CR04560CA	multifunctional nuclease	; multifunctional nuclease		R	NC_032096.1	1000795	1001913	minus	1	
237561	Candida albicans SC5314	3640944	0	live	CAALFM_CR04230WA	CAALFM_CR04230WA	ribosylnicotinamide kinase	; ribosylnicotinamide kinase		R	NC_032096.1	947438	948166	plus	1	
237561	Candida albicans SC5314	3640943	0	live	CAALFM_CR04220CA	CAALFM_CR04220CA	hypothetical protein	; hypothetical protein		R	NC_032096.1	943890	945383	minus	1	
237561	Candida albicans SC5314	3640941	0	live	QDR1	CAALFM_CR04210CA	multidrug transporter	; multidrug transporter		R	NC_032096.1	941149	942678	minus	1	
237561	Candida albicans SC5314	3640939	0	live	YDJ1	CAALFM_CR04200WA	type I HSP40 co-chaperone	; type I HSP40 co-chaperone		R	NC_032096.1	939255	940436	plus	1	
237561	Candida albicans SC5314	3640938	0	live	SRV2	CAALFM_CR04190WA	adenylate cyclase-binding protein	; adenylate cyclase-binding protein		R	NC_032096.1	937197	938834	plus	1	
237561	Candida albicans SC5314	3640937	0	live	CAALFM_CR04180CA	CAALFM_CR04180CA	hypothetical protein	; hypothetical protein		R	NC_032096.1	934581	936911	minus	1	
237561	Candida albicans SC5314	3640769	0	live	CAALFM_C208350CA	CAALFM_C208350CA	hypothetical protein	; hypothetical protein		2	NC_032090.1	1684411	1684974	minus	1	
237561	Candida albicans SC5314	3640768	0	live	OPT5	CAALFM_C208360CA	Opt5p	; Opt5p		2	NC_032090.1	1685485	1688250	minus	1	
237561	Candida albicans SC5314	3640767	0	live	TKL1	CAALFM_C108320WA	transketolase	; transketolase		1	NC_032089.1	1826586	1828619	plus	1	
237561	Candida albicans SC5314	3640765	0	live	OPY2	CAALFM_C108310WA	Opy2p	; Opy2p		1	NC_032089.1	1823757	1825340	plus	1	
237561	Candida albicans SC5314	3640763	0	live	NOT5	CAALFM_C108300WA	CCR4-NOT core subunit	; CCR4-NOT core subunit		1	NC_032089.1	1820165	1822153	plus	1	
237561	Candida albicans SC5314	3640762	0	live	DIP2	CAALFM_C108290CA	snoRNA-binding rRNA-processing protein	; snoRNA-binding rRNA-processing protein		1	NC_032089.1	1816300	1819245	minus	1	
237561	Candida albicans SC5314	3640761	0	live	MED15	CAALFM_C108270CA	Med15p	; Med15p		1	NC_032089.1	1810097	1813534	minus	1	
237561	Candida albicans SC5314	3640760	0	live	LTP1	CAALFM_C108260CA	tyrosine protein phosphatase	; tyrosine protein phosphatase		1	NC_032089.1	1808933	1809601	minus	2	
237561	Candida albicans SC5314	3640759	0	live	CAALFM_C108240CA	CAALFM_C108240CA	hypothetical protein	; hypothetical protein		1	NC_032089.1	1806847	1807839	minus	1	
237561	Candida albicans SC5314	3640756	0	live	SDS24	CAALFM_C108370WA	Sds24p	; Sds24p		1	NC_032089.1	1839237	1841123	plus	1	
237561	Candida albicans SC5314	3640755	0	live	OLE1	CAALFM_C108360CA	stearoyl-CoA 9-desaturase	; stearoyl-CoA 9-desaturase		1	NC_032089.1	1834255	1835715	minus	1	
237561	Candida albicans SC5314	3640752	0	live	CAALFM_C108340CA	CAALFM_C108340CA	hypothetical protein	; hypothetical protein		1	NC_032089.1	1831872	1832345	minus	1	
237561	Candida albicans SC5314	3640751	0	live	ADH2	CAALFM_C108330CA	alcohol dehydrogenase	; alcohol dehydrogenase		1	NC_032089.1	1829194	1830240	minus	1	
237561	Candida albicans SC5314	3640750	0	live	PLB5	CAALFM_C108230CA	Plb5p	; Plb5p		1	NC_032089.1	1804089	1806353	minus	1	
237561	Candida albicans SC5314	3640749	0	live	CCR4	CAALFM_C108220WA	CCR4-NOT core exoribonuclease subunit	; CCR4-NOT core exoribonuclease subunit		1	NC_032089.1	1801629	1803992	plus	1	
237561	Candida albicans SC5314	3640748	0	live	MLT1	CAALFM_C108210CA	Mlt1p	; Mlt1p		1	NC_032089.1	1795204	1800024	minus	1	
237561	Candida albicans SC5314	3640746	0	live	NTG1	CAALFM_C108200WA	bifunctional N-glycosylase/AP lyase	; bifunctional N-glycosylase/AP lyase		1	NC_032089.1	1794134	1795096	plus	1	
237561	Candida albicans SC5314	3640745	0	live	CAT8	CAALFM_C108190CA	DNA-binding transcription factor	; DNA-binding transcription factor		1	NC_032089.1	1790347	1793517	minus	1	
237561	Candida albicans SC5314	3640743	0	live	CAALFM_C108180CA	CAALFM_C108180CA	oxysterol-binding protein related protein	; oxysterol-binding protein related protein		1	NC_032089.1	1785337	1789293	minus	1	
237561	Candida albicans SC5314	3640742	0	live	GCS1	CAALFM_C107880CA	glutamate--cysteine ligase	; glutamate--cysteine ligase		1	NC_032089.1	1714644	1716962	minus	1	
237561	Candida albicans SC5314	3640741	0	live	SMI1	CAALFM_C107870CA	Smi1p	; Smi1p		1	NC_032089.1	1711666	1713528	minus	1	
237561	Candida albicans SC5314	3640740	0	live	CAALFM_C107860WA	CAALFM_C107860WA	hypothetical protein	; hypothetical protein		1	NC_032089.1	1710121	1711374	plus	1	
237561	Candida albicans SC5314	3640739	0	live	CAALFM_C107850CA	CAALFM_C107850CA	anaphase promoting complex subunit	; anaphase promoting complex subunit		1	NC_032089.1	1708433	1709872	minus	1	
237561	Candida albicans SC5314	3640737	0	live	CAALFM_C107840WA	CAALFM_C107840WA	nicotinate-nucleotide diphosphorylase (carboxylating)	; nicotinate-nucleotide diphosphorylase (carboxylating)		1	NC_032089.1	1707470	1708372	plus	1	
237561	Candida albicans SC5314	3640736	0	live	CAALFM_C107830CA	CAALFM_C107830CA	hypothetical protein	; hypothetical protein		1	NC_032089.1	1706353	1707135	minus	1	
237561	Candida albicans SC5314	3640735	0	live	CAALFM_C107820WA	CAALFM_C107820WA	hypothetical protein	; hypothetical protein		1	NC_032089.1	1705110	1706270	plus	1	
237561	Candida albicans SC5314	3640734	0	live	BUL1	CAALFM_C108170CA	Bul1p	; Bul1p		1	NC_032089.1	1780648	1782873	minus	1	
237561	Candida albicans SC5314	3640733	0	live	CAALFM_C108160WA	CAALFM_C108160WA	hypothetical protein	; hypothetical protein		1	NC_032089.1	1779285	1780343	plus	1	
237561	Candida albicans SC5314	3640732	0	live	CAALFM_C108150CA	CAALFM_C108150CA	hypothetical protein	; hypothetical protein		1	NC_032089.1	1778537	1779175	minus	1	
237561	Candida albicans SC5314	3640730	0	live	CAALFM_C108140WA	CAALFM_C108140WA	hypothetical protein	; hypothetical protein		1	NC_032089.1	1777560	1778540	plus	1	
237561	Candida albicans SC5314	3640729	0	live	TERT	CAALFM_C108130CA	Tertp	; Tertp		1	NC_032089.1	1774766	1777369	minus	1	
237561	Candida albicans SC5314	3640727	0	live	BUD6	CAALFM_C108120WA	Bud6p	; Bud6p		1	NC_032089.1	1772645	1774756	plus	1	
237561	Candida albicans SC5314	3640726	0	live	IRE1	CAALFM_C107970CA	bifunctional endoribonuclease/protein kinase	; bifunctional endoribonuclease/protein kinase		1	NC_032089.1	1731592	1735263	minus	1	
237561	Candida albicans SC5314	3640725	0	live	CAALFM_C107960WA	CAALFM_C107960WA	hypothetical protein	; hypothetical protein		1	NC_032089.1	1730691	1731389	plus	1	
237561	Candida albicans SC5314	3640724	0	live	CAALFM_C107950CA	CAALFM_C107950CA	hypothetical protein	; hypothetical protein		1	NC_032089.1	1729610	1730410	minus	1	
237561	Candida albicans SC5314	3640723	0	live	ERD1	CAALFM_C107930CA	Erd1p	; Erd1p		1	NC_032089.1	1726172	1727575	minus	1	
237561	Candida albicans SC5314	3640722	0	live	MRPL3	CAALFM_C107910CA	mitochondrial 54S ribosomal protein YmL3	; mitochondrial 54S ribosomal protein YmL3		1	NC_032089.1	1723764	1724978	minus	1	
237561	Candida albicans SC5314	3640721	0	live	COI1	CAALFM_C107900WA	Coi1p	; Coi1p		1	NC_032089.1	1722824	1723399	plus	1	
237561	Candida albicans SC5314	3640719	0	live	"ADE5,7"	CAALFM_C107890CA	bifunctional aminoimidazole ribotide synthase/glycinamide ribotide synthase	; bifunctional aminoimidazole ribotide synthase/glycinamide ribotide synthase		1	NC_032089.1	1718492	1720900	minus	1	
237561	Candida albicans SC5314	3640716	0	live	CAALFM_C108110WA	CAALFM_C108110WA	hypothetical protein	; hypothetical protein		1	NC_032089.1	1768990	1772265	plus	1	
237561	Candida albicans SC5314	3640714	0	live	DRG1	CAALFM_C108100WA	GTP-binding protein	; GTP-binding protein		1	NC_032089.1	1767333	1768439	plus	1	
237561	Candida albicans SC5314	3640713	0	live	FUN12	CAALFM_C108090CA	translation initiation factor eIF5B	; translation initiation factor eIF5B		1	NC_032089.1	1763704	1766757	minus	1	
237561	Candida albicans SC5314	3640711	0	live	CDR4	CAALFM_C108070WA	Cdr4p	; Cdr4p		1	NC_032089.1	1757979	1762451	plus	1	
237561	Candida albicans SC5314	3640710	0	live	OFR1	CAALFM_C108060WA	Ofr1p	; Ofr1p		1	NC_032089.1	1756486	1756893	plus	1	
237561	Candida albicans SC5314	3640709	0	live	CAALFM_C108050WA	CAALFM_C108050WA	hypothetical protein	; hypothetical protein		1	NC_032089.1	1755407	1755907	plus	1	
237561	Candida albicans SC5314	3640708	0	live	CAALFM_C107810CA	CAALFM_C107810CA	hypothetical protein	; hypothetical protein		1	NC_032089.1	1702555	1704825	minus	1	
237561	Candida albicans SC5314	3640707	0	live	MTO1	CAALFM_C107800WA	tRNA modification protein	; tRNA modification protein		1	NC_032089.1	1700387	1702474	plus	1	
237561	Candida albicans SC5314	3640706	0	live	CAALFM_C107790CA	CAALFM_C107790CA	hypothetical protein	; hypothetical protein		1	NC_032089.1	1699242	1700171	minus	1	
237561	Candida albicans SC5314	3640703	0	live	PFY1	CAALFM_C108030WA	profilin	; profilin		1	NC_032089.1	1753563	1753943	plus	1	
237561	Candida albicans SC5314	3640701	0	live	UBA2	CAALFM_C108020WA	E1 ubiquitin-activating protein	; E1 ubiquitin-activating protein		1	NC_032089.1	1751228	1753102	plus	1	
